BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
137967,"Englandsvej 34B, 3. tv, 2300 København S", kr. 460.000, kr. 120.500, kr. 2.700.000,  60   , kr. 45.000,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  51   ,"12,60385907","55,6554835","Bygrænsen 59, 2770 Kastrup",Englandsvej,34B,3,2
122906,"Tycho Brahes Allé 7, 4. th, 2300 København S", kr. 870.000, kr. 65.500, kr. 2.195.000,  47   , kr. 46.702,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1907,  40   ,"12,61098481","55,65539707","Birkeholmen 12,st tv, 2680 Solrød Strand",Tycho Brahes Allé,7,4,2
113802,"Edvard Thomsens Vej 89, 6. th, 2300 København S", kr. 2.750.000, kr. 555.700, kr. 5.800.000,  140   , kr. 41.428,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  127   ,"12,57965409","55,63247074","Edvard Thomsens Vej 89,6 th, 2300 København S",Edvard Thomsens Vej,89,6,4
103730,"Weidekampsgade 53, 5. tv, 2300 København S", kr. 2.950.000, kr. 536.200, kr. 6.285.000,  106   , kr. 59.292,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  94   ,"12,58176336","55,66692898","Kastanievej 38, 2840 Holte",Weidekampsgade,53,5,3
103156,"Ved Linden 10, 1. tv, 2300 København S", kr. 1.150.000, kr. 123.300, kr. 3.600.000,  65   , kr. 55.384,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  56   ,"12,59687215","55,66675936","Margretheholmsvej 28,6 th, 1432 København K",Ved Linden,10,1,2
103156,"Ved Linden 10, 1. tv, 2300 København S", kr. 1.150.000, kr. 123.300, kr. 3.600.000,  65   , kr. 55.384,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  56   ,"12,59687215","55,66675936","Margretheholmsvej 28,6 th, 1432 København K",Ved Linden,10,1,-
421345,"Strandlodsvej 23B, st. tv, 2300 København S", kr. 2.150.000, kr. 277.400, kr. 5.075.000,  102   , kr. 49.754,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2021,  89   ,"12,62544262","55,665204","Søndre Mosevej 25A, 3730 Nexø",Strandlodsvej,23B,st,4
140690,"Birketinget 12, st. 3, 2300 København S", kr. 920.000, kr. 212.100, kr. 2.175.000,  65   , kr. 33.461,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1973,  60   ,"12,59689377","55,65642731","Birketinget 12,st,-3, 2300 København S",Birketinget,12,st,2
136985,"Grækenlandsvej 118, 1. th, 2300 København S", kr. 960.000, kr. 161.000, kr. 2.200.000,  57   , kr. 38.596,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  52   ,"12,61997729","55,64533326","Grækenlandsvej 118,1 th, 2300 København S",Grækenlandsvej,118,1,2
123821,"Lyneborggade 3, st. tv, 2300 København S", kr. 960.000, kr. 175.400, kr. 2.275.000,  54   , kr. 42.129,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  48   ,"12,60964016","55,66539623","Rodosvej 61,st th, 2300 København S",Lyneborggade,3,st,2
136365,"Sundby Parkvej 8, 1. th, 2300 København S", kr. 1.950.000, kr. 335.700, kr. 5.150.000,  90   , kr. 57.222,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  77   ,"12,63089863","55,66241623","Mårhaven 7, 4000 Roskilde",Sundby Parkvej,8,1,3
139632,"Richard Mortensens Vej 65, 5. p2, 2300 København S", kr. 3.000.000, kr. 717.000, kr. 5.795.000,  150   , kr. 38.633,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  138   ,"12,57131576","55,61812802","Vittrup Alle 41, 2770 Kastrup",Richard Mortensens Vej,65,5,5
113430,"Nordre Digevej 54, 2. tv, 2300 København S", kr. 1.700.000, kr. 335.500, kr. 3.800.000,  87   , kr. 43.678,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2004,  75   ,"12,58815455","55,65016146","Robert Jacobsens Vej 20M, 2300 København S",Nordre Digevej,54,2,3
135554,"Frankrigshusene 14, 4. tv, 2300 København S", kr. 1.000.000, kr. 102.500, kr. 2.950.000,  56   , kr. 52.678,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  51   ,"12,60789204","55,66270426","Frankrigshusene 14,4 tv, 2300 København S",Frankrigshusene,14,4,2
123357,"Ungarnsgade 4, 4. th, 2300 København S", kr. 960.000, kr. 197.000, kr. 2.952.000,  50   , kr. 59.040,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  43   ,"12,61191872","55,66588276","Ungarnsgade 4,4 th, 2300 København S",Ungarnsgade,4,4,2
105497,"Norgesgade 10, 6. 6, 2300 København S", kr. 920.000, kr. 80.500, kr. 2.300.000,  52   , kr. 44.230,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  43   ,"12,59853292","55,66391855","Norgesgade 10,6,-6, 2300 København S",Norgesgade,10,6,1
133819,"Parmagade 38, 1. th, 2300 København S", kr. 880.000, kr. 62.800, kr. 2.200.000,  51   , kr. 43.137,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  46   ,"12,61600185","55,65314667","Ørnebakken 26, 2840 Holte",Parmagade,38,1,2
133952,"Engvej 178, 2. tv, 2300 København S", kr. 1.150.000, kr. 326.100, kr. 2.945.000,  71   , kr. 41.478,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  66   ,"12,63475668","55,64605239","Hedegaardsvej 33,2 tv, 2300 København S",Engvej,178,2,3
104677,"Carl Th. Zahles Gade 14, st. th, 2300 København S", kr. 2.500.000, kr. 455.300, kr. 6.800.000,  113   , kr. 60.176,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2004,  99   ,"12,57388785","55,6617016","Wildersgade 46,st tv, 1408 København K",Carl Th. Zahles Gade,14,st,3
133342,"Venedigvej 3, st. tv, 2300 København S", kr. 1.100.000, kr. 105.700, kr. 3.195.000,  74   , kr. 43.175,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  66   ,"12,62249447","55,66111186","Mariannevej 1B, 2690 Karlslunde",Venedigvej,3,st,3
422687,"Robert Jacobsens Vej 1B, 9. tv, 2300 København S", kr. 2.550.000, kr. 465.500, kr. 5.200.000,  117   , kr. 44.444,01/04/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  104   ,"12,57564119","55,62374217","Tuborg Havnepark 7,2 th, 2900 Hellerup",Robert Jacobsens Vej,1B,9,4
111445,"Amager Boulevard 110, st. tv, 2300 København S", kr. 2.250.000, kr. 326.700, kr. 6.200.000,  114   , kr. 54.385,25/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2018,  101   ,"12,59378819","55,66651293","Stenrosevej 1A, 2300 København S",Amager Boulevard,110,st,4
103789,"Weidekampsgade 61, st. th, 2300 København S", kr. 2.100.000, kr. 404.900, kr. 4.000.000,  83   , kr. 48.192,24/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  71   ,"12,58163606","55,6673983","Weidekampsgade 61,st th, 2300 København S",Weidekampsgade,61,st,2
135089,"Marengovej 12, 1. tv, 2300 København S", kr. 1.350.000, kr. 167.400, kr. 3.845.000,  78   , kr. 49.294,21/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  75   ,"12,62113554","55,65820336","Højdevej 36,2 th, 2300 København S",Marengovej,12,1,4
111929,"Drechselsgade 18, 11. th, 2300 København S", kr. 960.000, kr. 198.000, kr. 5.300.000,  76   , kr. 69.736,20/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  61   ,"12,56797473","55,65666463","Horsensgade 8,4 tv, 2100 København Ø",Drechselsgade,18,11,3
132821,"Elbagade 21, 4. th, 2300 København S", kr. 1.050.000, kr. 97.500, kr. 2.375.000,  62   , kr. 38.306,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  54   ,"12,61341214","55,65372785","Viby Alle 42, 2770 Kastrup",Elbagade,21,4,2
131622,"Caprivej 2, 1. tv, 2300 København S", kr. 960.000, kr. 82.000, kr. 2.725.000,  56   , kr. 48.660,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  53   ,"12,62114697","55,66068112","Caprivej 2,1 tv, 2300 København S",Caprivej,2,1,2
140061,"Richard Mortensens Vej 73, 5. 4, 2300 København S", kr. 1.950.000, kr. 441.700, kr. 3.995.000,  97   , kr. 41.185,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  85   ,"12,57140911","55,61744812","Richard Mortensens V 73,5,-4, 2300 København S",Richard Mortensens Vej,73,5,3
137429,"Hallandsgade 6A, 3. tv, 2300 København S", kr. 1.000.000, kr. 96.700, kr. 3.180.000,  60   , kr. 53.000,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  52   ,"12,59994236","55,66370246","Hallandsgade 6A,3 tv, 2300 København S",Hallandsgade,6A,3,2
136451,"Kvintus Allé 14, 3. 2, 2300 København S", kr. 1.900.000, kr. 277.300, kr. 4.350.000,  87   , kr. 50.000,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  80   ,"12,61904007","55,65992255","Møllegade 25A,2 tv, 2200 København N",Kvintus Allé,14,3,3
125520,"Kastrupvej 50, 2. n, 2300 København S", kr. 1.050.000, kr. 165.300, kr. 2.350.000,  63   , kr. 37.301,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  55   ,"12,61704456","55,65567681","None, 2300 København S",Kastrupvej,50,2,2
139152,"Robert Jacobsens Vej 80, 4. 4, 2300 København S", kr. 1.200.000, kr. 249.400, kr. 2.970.000,  60   , kr. 49.500,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  48   ,"12,57201842","55,61693824","Smedevej 3B, 3480 Fredensborg",Robert Jacobsens Vej,80,4,2
113696,"Islands Brygge 159, 3. tv, 2300 København S", kr. 3.000.000, kr. 266.900, kr. 6.995.000,  108   , kr. 64.768,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  94   ,"12,56558377","55,65502846","Islands Brygge 159,3 tv, 2300 København S",Islands Brygge,159,3,3
109719,"Islands Brygge 36A, 5. 2, 2300 København S", kr. 2.650.000, kr. 311.800, kr. 5.400.000,  78   , kr. 69.230,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2012,  71   ,"12,56741573","55,65893424","Islands Brygge 36A,5,-2, 2300 København S",Islands Brygge,36A,5,3
109298,"Islands Brygge 32A, 8. 876, 2300 København S", kr. 3.250.000, kr. 441.400, kr. 6.800.000,  109   , kr. 62.385,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  70   ,"12,56855846","55,6609904","Islands Brygge 32A,5,-545, 2300 København S",Islands Brygge,32A,8,2
126964,"Tovværkgade 6, 2. th, 2300 København S", kr. 1.200.000, kr. 93.500, kr. 3.100.000,  68   , kr. 45.588,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1900,  62   ,"12,60302352","55,66296758","Svinget 21,3 tv, 2300 København S",Tovværkgade,6,2,3
136770,"Gårdfæstevej 1, 1. th, 2300 København S", kr. 750.000, kr. 126.600, kr. 2.040.000,  47   , kr. 43.404,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1960,  41   ,"12,5887181","55,64005383","Gårdfæstevej 1,1 th, 2300 København S",Gårdfæstevej,1,1,2
100333102,"Amager Strandvej 58F, 5. tv, 2300 København S",-,-, kr. 6.400.000,  109   , kr. 58.715,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  100   ,"12,62837227","55,66551687","Amager Strandvej 58F,5 tv, 2300 København S",Amager Strandvej,58F,5,3
137966,"Englandsvej 34B, 2. th, 2300 København S", kr. 960.000, kr. 120.500, kr. 2.245.500,  63   , kr. 35.642,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  54   ,"12,60385907","55,6554835","Peder Lykkes Vej 54,1,-1, 2300 København S",Englandsvej,34B,2,2
136552,"Tønnesvej 12, 1. tv, 2300 København S", kr. 1.000.000, kr. 170.900, kr. 2.050.000,  59   , kr. 34.745,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  53   ,"12,61852339","55,64543159","Rønnevej 4, 4050 Skibby",Tønnesvej,12,1,2
111971,"Islands Brygge 75B, 6. 2, 2300 København S", kr. 1.950.000, kr. 289.500, kr. 4.300.000,  77   , kr. 55.844,15/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  65   ,"12,56936585","55,65997942","Islands Brygge 75B,6,-2, 2300 København S",Islands Brygge,75B,6,2
104535,"Hollænderdybet 20, 1. tv, 2300 København S", kr. 1.650.000, kr. 148.200, kr. 5.150.000,  99   , kr. 52.020,06/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1917,  93   ,"12,59707725","55,66447327","Hollænderdybet 20,1 tv, 2300 København S",Hollænderdybet,20,1,4
139263,"Hyacintgården 13, 1. 1, 2300 København S", kr. 1.100.000, kr. 174.500, kr. 2.807.500,  72   , kr. 38.993,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1968,  69   ,"12,61206358","55,6489426","Hyacintgården 13,1,-1, 2300 København S",Hyacintgården,13,1,3
132466,"Jansvej 3, st. 3, 2300 København S", kr. 780.000, kr. 120.300, kr. 1.795.000,  50   , kr. 35.900,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  48   ,"12,61712492","55,64681645","Jansvej 3,st,-3, 2300 København S",Jansvej,3,st,2
426156,"Hannemanns Allé 12U, 4. 6, 2300 København S", kr. 1.950.000, kr. 328.500, kr. 4.195.000,  88   , kr. 47.670,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  75   ,"12,56992706","55,62606314","Hannemanns Allé 12U,4,-6, 2300 København S",Hannemanns Allé,12U,4,2
140069,"Richard Mortensens Vej 73, 7. p5, 2300 København S", kr. 2.100.000, kr. 488.400, kr. 4.290.000,  106   , kr. 40.471,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  94   ,"12,57140911","55,61744812","None, 2300 København S",Richard Mortensens Vej,73,7,3
104163,"Thorshavnsgade 17, 4. tv, 2300 København S", kr. 3.950.000, kr. 694.100, kr. 8.600.000,  143   , kr. 60.139,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  130   ,"12,57997298","55,66788792","Thorshavnsgade 17,4 tv, 2300 København S",Thorshavnsgade,17,4,4
101053,"Ejler Billes Allé 42, 2300 København S", kr. 1.200.000, kr. 293.000, kr. 3.450.000,  79   , kr. 43.670,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  80   ,"12,56930493","55,62296011","Ejler Billes Allé 42, 2300 København S",Ejler Billes Allé,42,-,3
132538,"Jansvej 2, st. 3, 2300 København S", kr. 780.000, kr. 118.700, kr. 1.925.000,  50   , kr. 38.500,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  48   ,"12,61662735","55,6469108","Parmagade 13,st th, 2300 København S",Jansvej,2,st,2
125498,"Amagerbrogade 263B, 2. tv, 2300 København S", kr. 1.600.000, kr. 230.800, kr. 3.395.000,  93   , kr. 36.505,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  88   ,"12,6155371","55,64431219","Amagerbrogade 263B,2 tv, 2300 København S",Amagerbrogade,263B,2,4
134845,"Frankrigshusene 11, st. tv, 2300 København S", kr. 1.200.000, kr. 125.400, kr. 3.155.000,  74   , kr. 42.635,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  69   ,"12,60732975","55,6625094","Frankrigshusene 11,st tv, 2300 København S",Frankrigshusene,11,st,3
134981,"Holmbladsgade 105, st. th, 2300 København S", kr. 890.000, kr. 69.900, kr. 2.795.000,  53   , kr. 52.735,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1914,  45   ,"12,61584705","55,66712726","Holmbladsgade 105,st th, 2300 København S",Holmbladsgade,105,st,2
136875,"Øresundsvej 132C, 2300 København S", kr. 2.200.000, kr. 412.800, kr. 5.995.000,  132   , kr. 45.416,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  132   ,"12,6257328","55,66058126","Øresundsvej 132C, 2300 København S",Øresundsvej,132C,-,4
137927,"Sofienhøjvej 1, 3. 314, 2300 København S", kr. 710.000, kr. 80.600, kr. 1.900.000,  44   , kr. 43.181,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1975,  36   ,"12,61364441","55,64538347","Sofienhøjvej 1,3,-314, 2300 København S",Sofienhøjvej,1,3,2
421342,"Strandlodsvej 23A, 2. th, 2300 København S", kr. 2.300.000, kr. 286.700, kr. 5.695.000,  101   , kr. 56.386,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2021,  92   ,"12,62523023","55,66516955","Strandlodsvej 23A,2 th, 2300 København S",Strandlodsvej,23A,2,3
133593,"Engvej 172, 1. tv, 2300 København S", kr. 960.000, kr. 257.000, kr. 2.600.000,  57   , kr. 45.614,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  52   ,"12,63428773","55,64634514","Krimsvej 1B,20 tv, 2300 København S",Engvej,172,1,2
140082,"Richard Mortensens Vej 75, 5. 1, 2300 København S", kr. 1.950.000, kr. 410.500, kr. 3.750.000,  91   , kr. 41.208,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  79   ,"12,57123192","55,61732731","Else Alfelts Vej 72C,4 tv, 2300 København S",Richard Mortensens Vej,75,5,2
407946,"Rundholtsvej 56, 2. 1, 2300 København S", kr. 2.450.000, kr. 279.000, kr. 5.430.000,  96   , kr. 56.562,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  85   ,"12,56480672","55,65398841","Rundholtsvej 56,2,-1, 2300 København S",Rundholtsvej,56,2,2
136330,"Kongelundsvej 61A, st. th, 2300 København S", kr. 960.000, kr. 272.700, kr. 2.295.000,  69   , kr. 33.260,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1969,  65   ,"12,58961747","55,63833863","Kongelundsvej 61A,st th, 2300 København S",Kongelundsvej,61A,st,2
136701,"Kongelundsvej 71A, st. 2, 2300 København S", kr. 680.000, kr. 182.800, kr. 1.700.000,  47   , kr. 36.170,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1968,  44   ,"12,59020968","55,63747614","Kongelundsvej 71A,st,-2, 2300 København S",Kongelundsvej,71A,st,1
125598,"Kretavej 49, 1. th, 2300 København S", kr. 1.400.000, kr. 118.100, kr. 3.650.000,  85   , kr. 42.941,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  80   ,"12,62339849","55,6537671","Degnevænget 18, 9520 Skørping",Kretavej,49,1,3
101839,"Bergthorasgade 15, 6. 4, 2300 København S", kr. 1.200.000, kr. 218.100, kr. 4.695.000,  82   , kr. 57.256,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  76   ,"12,57837227","55,66501033","Bergthorasgade 15,6,-4, 2300 København S",Bergthorasgade,15,6,2
101839,"Bergthorasgade 15, 6. 4, 2300 København S", kr. 1.200.000, kr. 218.100, kr. 4.695.000,  82   , kr. 57.256,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  76   ,"12,57837227","55,66501033","Bergthorasgade 15,6,-4, 2300 København S",Bergthorasgade,15,6,-
133165,"Lyneborggade 27, st. th, 2300 København S", kr. 1.800.000, kr. 260.800, kr. 4.200.000,  90   , kr. 46.666,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  80   ,"12,6111992","55,66372629",-,Lyneborggade,27,st,3
140234,"Østerdalsgade 5, st. th, 2300 København S", kr. 1.000.000, kr. 140.700, kr. 2.895.000,  74   , kr. 39.121,01/03/2022,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  67   ,"12,60255002","55,65514486","Kirsebæralle 30, 3400 Hillerød",Østerdalsgade,5,st,3
